tokens,labels
"['The O', 'incident B-SHOOT_OUT', 'occurred O', 'when O', 'a O', 'vehicle O', 'tried O', 'to O', 'enter O', 'the O', 'US O', 'Army O', 'installation O', 'that O', 'houses O', 'the O', 'agency O', 'without O', 'authorisation. O', 'Shots B-SHOOT_OUT', 'were I-SHOOT_OUT', 'fired I-SHOOT_OUT', 'but O', 'that O', 'none O', 'of O', 'the O', 'injuries O', 'appeared O', 'to O', 'have O', 'been O', 'caused O', 'by O', 'gunshots. O']","['O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'I-SHOOT_OUT', 'I-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Heavy O', 'Syrian O', 'bombardment O', 'killed O', 'at O', 'least O', '100 O', 'civilians O', 'in O', 'rebel-held B-SURGICAL_STRIKES', 'eastern O', 'Ghouta O', 'on O', 'Monday, O', 'a O', 'war O', 'monitor O', 'said, O', 'as O', 'regime O', 'forces O', 'appeared O', 'to O', 'prepare O', 'for O', 'an O', 'imminent O', 'ground O', 'assault. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SURGICAL_STRIKES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2 O', 'dead, O', 'one O', 'hurt O', 'as O', 'speeding O', 'truck B-VEHICULAR_COLLISION', 'rams I-VEHICULAR_COLLISION', 'two O', 'cars O', 'near O', 'AIIMS O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'I-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O']"
"['Shaken O', 'by O', 'the O', 'fire, B-FIRE', 'all O', 'of O', ""Gujarat's O"", 'eight O', 'municipal O', 'corporations O', 'and O', 'scores O', 'of O', 'municipalities O', 'on O', 'Saturday O', 'ordered O', 'a O', 'shutdown O', 'of O', 'all O', 'coaching O', 'centres O', 'running O', 'in O', 'commercial O', 'complexes. O']","['O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At O', 'least O', 'nine O', 'people, O', 'including O', 'four O', 'women, O', 'died O', 'and O', 'six O', 'others O', 'were O', 'injured O', 'after O', 'a O', 'brick-laden O', 'truck O', 'skidded B-TRANSPORT_HAZARDS', 'off I-TRANSPORT_HAZARDS', 'the I-TRANSPORT_HAZARDS', 'road I-TRANSPORT_HAZARDS', 'and I-TRANSPORT_HAZARDS', 'fell I-TRANSPORT_HAZARDS', 'into O', 'a O', '50-ft-deep O', 'gorge O', 'in O', 'Odisha’s O', 'Gajapati O', 'district. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Meanwhile, O', 'state O', 'Transport O', 'Minister O', 'Govind O', 'Singh O', 'Thakur O', 'left O', 'for O', 'Kullu O', 'from O', 'Shimla O', 'after O', 'learning O', 'about O', 'the O', 'accident. B-TRANSPORT_HAZARDS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS']"
"['They O', 'said O', 'all O', 'the O', 'four O', 'deceased O', 'are O', 'the O', 'residents O', 'of O', 'Jaisalmer O', 'district. O', 'The O', 'collision B-VEHICULAR_COLLISION', 'was O', 'so O', 'forceful O', 'that O', 'four O', 'persons O', 'in O', 'the O', 'SUV O', 'were O', 'killed O', 'on O', 'the O', 'spot O', 'with O', 'the O', 'SUV O', 'totally O', 'damaged. O', 'The O', 'deceased O', 'were O', 'identified O', 'as O', 'Harish, O', 'Latif O', 'Khan, O', 'Ravindra O', 'and O', 'Bhikha O', 'Khan. O', 'All O', 'the O', 'injured O', 'have O', 'been O', 'referred O', 'to O', 'Jodhpur O', 'for O', 'treatment. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Police O', 'said O', 'that O', 'all O', 'three O', 'victims O', 'work O', 'in O', 'a O', 'salon O', 'in O', 'west O', 'Delhi’s O', 'Meera O', 'Bagh. O', 'They O', 'were O', 'returning O', 'home O', 'after O', 'work O', 'when O', 'the O', 'mishap B-ACCIDENTS', 't', 'O', 'place O', 'in O', 'the O', 'afternoon. O', 'Sapna O', 'was O', 'riding O', 'pillion O', 'along O', 'with O', 'Jia. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'accident B-TRANSPORT_HAZARDS', 't', 'O', 'place O', 'when O', 'the O', 'driver O', 'lost O', 'control O', 'over O', 'the O', 'vehicle O', 'while O', 'negotiating O', 'a O', 'blind O', 'curve, O', 'he O', 'added. O']","['O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Of O', 'the O', 'four O', 'deceased, O', 'two O', 'were O', 'identified O', 'as O', 'Janaki O', 'Nandakumar O', 'Nanekar O', '(27) O', 'from O', 'Vadavali O', 'village O', 'in O', 'Ambernath, O', 'and O', 'Sushmit O', 'Abhijeet O', 'Mutha O', '(22), O', 'a O', 'resident O', 'of O', 'Ahmednagar. O', 'Pratik O', 'Jadhav O', '(26), O', 'a O', 'resident O', 'of O', 'Pune, O', 'who O', 'was O', 'driving O', 'the O', 'car, O', 'fractured O', 'his O', 'leg O', 'and O', 'is O', 'admitted O', 'at O', 'MGM O', 'hospital, O', 'Kalamboli. O', '“We O', 'got O', 'a O', 'call O', 'around O', '2.15 O', 'p.m. O', 'about O', 'the O', 'accident. B-ACCIDENTS', 'The O', 'doors O', 'of O', 'the O', 'car O', 'were O', 'locked O', 'so O', 'we O', 'broke O', 'it O', 'open O', 'and O', 'removed O', 'the O', 'bodies O', 'and O', 'rescued O', 'the O', 'survivors. O', 'Two O', 'women O', 'and O', 'a O', 'man O', 'died O', 'on O', 'the O', 'spot. O', 'One O', 'person O', 'received O', 'minor O', 'injuries. O', 'The O', 'three O', 'who O', 'were O', 'seriously O', 'injured O', 'were O', 'taken O', 'to O', 'MGM O', 'hospital O', 'where O', 'we O', 'later O', 'learned O', 'that O', 'one O', 'woman, O', 'Rani O', 'Gaur O', '(25), O', 'a O', 'resident O', 'of O', 'Madhya O', 'Pradesh, O', 'died O', 'during O', 'treatment,” O', 'police O', 'sub O', 'inspector O', 'Suryakant O', 'Pharate, O', 'Highway O', 'police, O', 'said. O', 'Another O', 'injured O', 'admitted O', 'in O', 'hospital O', 'is O', 'Preeti O', 'Rami, O', '35. O', 'Police O', 'is O', 'yet O', 'to O', 'identify O', 'the O', 'third O', 'lady O', 'who O', 'died O', 'on O', 'the O', 'spot. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Three O', 'vehicles O', 'following O', 'the O', 'car O', 'and O', 'two O', 'others O', 'following O', 'the O', 'vehicle O', 'it O', 'collided B-VEHICULAR_COLLISION', 'with-- O', 'coming O', 'from O', 'the O', 'opposite O', 'direction—were O', 'also O', 'drawn O', 'into O', 'the O', 'accident, B-VEHICULAR_COLLISION', 'leading O', 'to O', 'the O', 'death O', 'of O', 'three O', 'of O', 'the O', 'victims, O', 'including O', 'a O', 'woman, O', 'on O', 'the O', 'spot. O', 'One O', 'more O', 'succumbed O', 'to O', 'the O', 'injuries O', 'on O', 'the O', 'way O', 'to O', 'hospital O', 'and O', 'another O', 'died O', 'at O', 'a O', 'hospital O', 'in O', 'Pudukottai, O', 'police O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Four O', 'died O', 'due O', 'to O', 'suffocation O', 'in O', 'fire B-FIRE', 'incident I-FIRE']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE']"
"['AIADMK O', 'MP O', 'S O', 'Rajendran O', 'killed O', 'in O', 'car B-ACCIDENTS', 'accident I-ACCIDENTS', 'near O', 'Tindivanam O', 'in O', 'Tamil O', 'Nadu; O', 'three O', 'others O', 'critically O', 'injured O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“Our O', 'preliminary O', 'investigations O', 'have O', 'suggested O', 'that O', 'one O', 'of O', 'the O', 'wheels O', 'of O', 'the O', 'car O', '[on O', 'the O', 'driver O', 'side] O', 'came O', 'off O', 'after O', 'it O', 'hit O', 'the O', 'divider O', 'and O', 'the O', 'car O', 'then O', 'flipped B-TRANSPORT_HAZARDS', 'thrice O', 'before O', 'turning O', 'turtle,” O', 'the O', 'ASI O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Six O', 'dead O', 'as O', 'cargo O', 'train B-TRAIN_COLLISION', 'derails, I-TRAIN_COLLISION', 'hits O', 'house O', 'in O', 'China O']","['O', 'O', 'O', 'O', 'B-TRAIN_COLLISION', 'I-TRAIN_COLLISION', 'O', 'O', 'O', 'O']"
"['21 O', 'killed O', 'in O', 'fiery O', 'Mexico O', 'road B-VEHICULAR_COLLISION', 'accident: I-VEHICULAR_COLLISION', 'Officials O']","['O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'I-VEHICULAR_COLLISION', 'O']"
"['The O', 'complainant O', 'Dinesh O', 'Gupta, O', 'husband O', 'of O', 'Sheetal O', 'told O', 'the O', 'police O', 'that O', 'he O', 'too O', 'was O', 'swimming. O', 'But O', 'when O', 'he O', 'judged O', 'that O', 'the O', 'tide O', 'was O', 'too O', 'high O', 'he O', 'pulled B-MISCELLANEOUS', 'out I-MISCELLANEOUS', 'of O', 'the O', 'water O', 'and O', 'asked O', 'the O', 'victims O', 'to O', 'step O', 'out O', 'too. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISCELLANEOUS', 'I-MISCELLANEOUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', '19-year-old O', 'Delhi O', 'University O', 'student O', 'was O', 'killed O', 'and O', 'his O', 'three O', 'teenage O', 'relatives O', 'were O', 'injured O', 'when O', 'their O', 'car O', 'overturned O', 'after O', 'hitting B-ACCIDENTS', 'a O', 'divider O', 'in O', 'north O', 'Delhi’s O', 'Gulabi O', 'Bagh O', 'in O', 'the O', 'early O', 'hours O', 'of O', 'Wednesday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'deaths O', 'of O', 'two O', 'Indian O', 'Air O', 'Force O', '(IAF) O', 'test O', 'pilots O', 'in O', 'a O', 'Mirage O', '2000 O', 'crash B-AVIATION_HAZARD', 'at O', 'the O', 'Hindustan O', 'Aeronautics O', 'Ltd O', '(HAL) O', 'airport O', 'in O', 'Bengaluru O', 'last O', 'week O', 'may O', 'have O', 'been O', 'caused O', 'in O', 'part O', 'by O', 'arrester O', 'barriers, O', 'critical O', 'airfield O', 'safety O', 'equipment, O', 'giving O', 'way, O', 'officials O', 'with O', 'first-hand O', 'information O', 'of O', 'the O', 'matter O', 'said O', 'on O', 'condition O', 'of O', 'anonymity. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'PCR O', 'call O', 'about O', 'the O', 'incident B-CRIME', 'was O', 'made O', 'at O', '10 O', 'am O', 'following O', 'which O', 'a O', 'police O', 'team O', 'was O', 'dispatched O', 'to O', 'the O', 'spot. O', 'They O', 'initially O', 'thought O', 'it O', 'might O', 'have O', 'been O', 'an O', 'accident, B-CRIME', 'but O', 'later O', 'found O', 'that O', 'Saurabh O', 'jumped O', 'from O', 'the O', 'flyover. O']","['O', 'O', 'O', 'O', 'O', 'B-CRIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CRIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Video O', 'showed O', 'people O', 'running O', 'from O', 'a O', 'two-story O', 'office O', 'building O', 'shouting O', 'about O', 'a O', 'shooting B-SHOOT_OUT', 'inside. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O']"
"['CHENNAI: O', 'A O', 'techie O', 'died O', 'when O', 'a O', 'minitruck O', 'hit B-ACCIDENTS', 'his O', 'two-wheeler O', 'on O', 'the O', 'Anna O', 'flyover O', 'here O', 'on O', 'Saturday O', 'night. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It O', 'is O', 'the O', 'second O', 'factory O', 'blast B-INDUSTRIAL_ACCIDENT', 'in O', 'Jiangsu O', 'in O', '10 O', 'days O', 'after O', 'an O', 'explosion B-INDUSTRIAL_ACCIDENT', 'at O', 'a O', 'pesticide O', 'factory O', 'left O', '78 O', 'people O', 'dead O', 'while O', 'over O', '600 O', 'were O', 'injured. O']","['O', 'O', 'O', 'O', 'O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'electrician, O', 'identified O', 'as O', 'Pranav O', 'Mishra, O', 'died O', 'a O', 'day O', 'before O', 'his O', 'second O', 'marriage O', 'anniversary. O', '“Some O', 'people O', 'on O', 'the O', 'bridge O', 'told O', 'me O', 'that O', 'the O', 'wire O', 'was O', 'dangling O', 'after O', 'it O', 'broke O', 'off. O', 'It O', 'hit B-ACCIDENTS', 'my O', 'brother’s O', 'head O', 'and O', 'pierced O', 'his O', 'chest, O', 'causing O', 'him O', 'to O', 'lose O', 'control O', 'of O', 'his O', 'bike O', 'and O', 'fall. B-ACCIDENTS', 'His O', 'bike O', 'skidded O', 'on O', 'the O', 'road O', 'and O', 'he O', 'hit B-ACCIDENTS', 'the O', 'divider,” O', 'said O', 'Mishra’s O', 'brother O', 'Madan O', 'Mishra. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Indian O', 'Air O', 'Force O', 'fighter O', 'planes O', 'dropped O', 'laser-guided B-SURGICAL_STRIKES', 'bombs I-SURGICAL_STRIKES', 'at O', 'a O', 'Jaish-e-Mohammed O', 'terror O', 'camp O', 'well O', 'across O', 'the O', 'Line O', 'of O', 'Control O', 'in O', 'Khyber O', 'Pakhtoonkhwa’s O', 'Balakote O', 'early O', 'on O', 'Tuesday O', 'morning, O', 'Foreign O', 'Secretary O', 'Vijay O', 'Gokhale O', 'said O', 'on O', 'Tuesday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-SURGICAL_STRIKES', 'I-SURGICAL_STRIKES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Five O', 'injured O', 'as O', 'van B-TRANSPORT_HAZARDS', 'falls I-TRANSPORT_HAZARDS', 'into O', 'gorge O']","['O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O', 'O']"
"['So O', 'far O', 'this O', 'month, O', 'at O', 'least O', '10 O', 'people O', 'have O', 'died O', 'in O', 'such O', 'accidents, B-ACCIDENTS', 'the O', 'police O', 'said. O', 'As O', 'per O', 'the O', 'data O', 'released O', 'by O', 'Haryana O', 'Vision O', 'Zero, O', '235 O', 'road B-ACCIDENTS', 'accident I-ACCIDENTS', 'fatalities O', 'were O', 'reported O', 'in O', 'the O', 'city O', 'from O', 'January O', 'to O', 'June O', 'this O', 'year. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'blast B-INDUSTRIAL_ACCIDENT', 'occurred O', 'outside O', 'the O', 'Hebei O', 'Shenghua O', 'Chemical O', 'Industry O', 'in O', 'Zhangjiakou, O', 'Qiaodong O', 'district O', 'around O', '12:40 O', 'am, O', 'igniting O', 'a O', 'fire O', 'that O', 'engulfed O', 'nearby O', 'vehicles, O', 'the O', 'officials O', 'were O', 'quoted O', 'as O', 'saying O', 'by O', 'thepaper.cn, O', 'a O', 'Shanghai-based O', 'website. O']","['O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'police O', 'officer O', 'said O', 'the O', 'impact O', 'of O', 'the O', 'collision B-VEHICULAR_COLLISION', 'was O', 'such O', 'that O', 'the O', 'bonnet O', 'of O', 'the O', 'car, O', 'in O', 'which O', 'property O', 'dealer O', 'Dilip O', 'Dutta, O', 'his O', '48-year-old O', 'driver O', 'Ravi O', 'Kumar, O', 'and O', 'wife O', 'Seema O', 'Dutta, O', '47, O', 'were O', 'travelling O', 'in O', 'was O', 'severely O', 'mangled. O', 'The O', 'driver O', 'of O', 'the O', 'truck, O', 'bearing O', 'a O', 'Rajasthan O', 'registration O', 'number, O', 'fled O', 'the O', 'spot. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hyderabad: O', 'Two O', 'business O', 'partners O', 'and O', 'childhood O', 'friends O', 'lost O', 'their O', 'lives O', 'on O', 'Tuesday O', 'night O', 'while O', 'returning O', 'home O', 'in O', 'a O', 'road O', 'accident B-ACCIDENTS', 'under O', 'Saifabad O', 'police O', 'limit. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O']"
"['The O', 'Shabaab O', 'is O', 'fighting O', 'to O', 'overthrow O', ""Somalia's O"", 'internationally-backed O', 'government. O', 'In O', 'October O', 'it O', 'carried O', 'out O', 'its O', 'deadliest-ever O', 'bombing, B-NORMAL_BOMBING', 'killing O', 'over O', '500 O', 'people. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORMAL_BOMBING', 'O', 'O', 'O', 'O']"
"['Four O', 'persons, O', 'including O', 'three O', 'residents O', 'of O', 'Usmankhera O', 'village O', 'in O', 'Abohar, O', 'were O', 'killed O', 'and O', 'five O', 'injured O', 'when O', 'a O', 'Fortuner O', 'collided B-VEHICULAR_COLLISION', 'with O', 'a O', 'three-wheeler O', '(Tempo) O', 'late O', 'this O', 'evening O', 'on O', 'the O', 'Sriganganagar-Srikaranpur O', 'road. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the O', 'traffic O', 'police O', 'website O', 'a O', 'few O', 'hours O', 'before O', 'the O', 'Anand O', 'Parbat O', 'accident. B-ACCIDENTS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS']"
"['The O', 'incident B-SHOOT_OUT', 'comes O', 'two O', 'days O', 'after O', 'Jaish-e-Mohammad O', 'militants O', 'attacked B-TERRORIST_ATTACK', 'an O', 'Army O', 'camp O', 'in O', 'Sunjwan O', 'area O', 'of O', 'Jammu, O', 'killing O', 'six O', 'people O', 'including O', 'five O', 'soldiers. O', 'PTI O']","['O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TERRORIST_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'incident B-ACCIDENTS', 't', 'O', 'place O', 'in O', 'Shapur O', 'area O', 'on O', 'Thursday O', 'evening. O', 'A O', 'passerby O', 'alerted O', 'area O', 'police O', 'about O', 'the O', 'accident B-ACCIDENTS', 'and O', 'after O', 'getting O', 'information O', 'police O', 'rushed O', 'to O', 'the O', 'spot O', 'and O', 'sent O', 'the O', 'bodies O', 'to O', 'postmortem O', 'house. O']","['O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['visited O', 'her O', 'grandfather’s O', 'tomb O', 'at O', 'St O', 'Paul’s O', 'church, O', 'Vezhapra, O', 'on O', 'Wednesday. O', 'While O', 'placing O', 'a O', 'bouquet O', 'on O', 'the O', 'tomb, O', 'her O', 'dress O', 'caught O', 'fire B-ACCIDENTS', 'from O', 'the O', 'candle O', 'lit O', 'on O', 'the O', 'nearby O', 'tomb. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'bus O', 'rammed B-VEHICULAR_COLLISION', 'a O', 'truck O', 'from O', 'behind O', 'after O', 'the O', 'truck O', 'driver O', 'applied O', 'a O', 'sudden O', 'brake. O']","['O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'guests O', 'were O', 'staying O', 'in O', 'a O', 'double-storey O', 'building. O', 'Suddenly, O', 'there O', 'was O', 'a O', 'loud B-FIRE', 'blast I-FIRE', 'which O', 'brought O', 'the O', 'entire O', 'building O', 'down O', 'like O', 'a O', 'pack O', 'of O', 'cards. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
